AREA,FORECAST,DATE,TIME,Count
Sembawang,Showers,2024-03-31,18:59:33,38
Sengkang,Light Showers,2024-03-31,18:59:33,59
Sentosa,Cloudy,2024-03-31,18:59:33,11
Serangoon,Cloudy,2024-03-31,18:59:33,55
Sungei Kadut,Thundery Showers,2024-03-31,18:59:33,12
Tampines,Cloudy,2024-03-31,18:59:33,68
Tanglin,Cloudy,2024-03-31,18:59:33,24
Tengah,Thundery Showers,2024-03-31,18:59:33,2
Toa Payoh,Cloudy,2024-03-31,18:59:33,44
Tuas,Thundery Showers,2024-03-31,18:59:33,3
Woodlands,Showers,2024-03-31,18:59:33,56
Yishun,Showers,2024-03-31,18:59:33,41
Ang Mo Kio,Showers,2024-03-31,19:14:34,55
Bedok,Cloudy,2024-03-31,19:14:34,78
Bishan,Cloudy,2024-03-31,19:14:34,24
Boon Lay,Thundery Showers,2024-03-31,19:14:34,1
Bukit Batok,Thundery Showers,2024-03-31,19:14:34,50
Bukit Merah,Cloudy,2024-03-31,19:14:34,72
Bukit Panjang,Thundery Showers,2024-03-31,19:14:34,31
Bukit Timah,Showers,2024-03-31,19:14:34,29
Central Water Catchment,Thundery Showers,2024-03-31,19:14:34,1
Changi,Cloudy,2024-03-31,19:14:34,145
Choa Chu Kang,Thundery Showers,2024-03-31,19:14:34,51
City,Cloudy,2024-03-31,19:14:34,168
Clementi,Showers,2024-03-31,19:14:34,39
Geylang,Cloudy,2024-03-31,19:14:34,84
Hougang,Cloudy,2024-03-31,19:14:34,49
Jalan Bahar,Thundery Showers,2024-03-31,19:14:34,3
Jurong East,Thundery Showers,2024-03-31,19:14:34,29
Jurong Island,Thundery Showers,2024-03-31,19:14:34,2
Jurong West,Thundery Showers,2024-03-31,19:14:34,62
Kallang,Cloudy,2024-03-31,19:14:34,83
Lim Chu Kang,Thundery Showers,2024-03-31,19:14:34,1
Mandai,Showers,2024-03-31,19:14:34,4
Marine Parade,Cloudy,2024-03-31,19:14:34,22
Novena,Cloudy,2024-03-31,19:14:34,21
Pasir Ris,Cloudy,2024-03-31,19:14:34,49
Paya Lebar,Cloudy,2024-03-31,19:14:34,12
Pioneer,Thundery Showers,2024-03-31,19:14:34,9
Punggol,Light Showers,2024-03-31,19:14:34,56
Queenstown,Light Showers,2024-03-31,19:14:34,16
Seletar,Showers,2024-03-31,19:14:34,21
Sembawang,Showers,2024-03-31,19:14:34,42
Sengkang,Light Showers,2024-03-31,19:14:34,51
Sentosa,Cloudy,2024-03-31,19:14:34,3
Serangoon,Cloudy,2024-03-31,19:14:34,60
Sungei Kadut,Thundery Showers,2024-03-31,19:14:34,17
Tampines,Cloudy,2024-03-31,19:14:34,87
Tanglin,Cloudy,2024-03-31,19:14:34,28
Tengah,Thundery Showers,2024-03-31,19:14:34,1
Toa Payoh,Cloudy,2024-03-31,19:14:34,62
Tuas,Thundery Showers,2024-03-31,19:14:34,2
Woodlands,Showers,2024-03-31,19:14:34,55
Yishun,Showers,2024-03-31,19:14:34,54
Ang Mo Kio,Showers,2024-03-31,19:29:35,69
Bedok,Cloudy,2024-03-31,19:29:35,81
Bishan,Cloudy,2024-03-31,19:29:35,22
Bukit Batok,Thundery Showers,2024-03-31,19:29:35,63
Bukit Merah,Cloudy,2024-03-31,19:29:35,75
Bukit Panjang,Thundery Showers,2024-03-31,19:29:35,36
Bukit Timah,Showers,2024-03-31,19:29:35,24
Changi,Cloudy,2024-03-31,19:29:35,218
Choa Chu Kang,Thundery Showers,2024-03-31,19:29:35,52
City,Cloudy,2024-03-31,19:29:35,185
Clementi,Showers,2024-03-31,19:29:35,29
Geylang,Cloudy,2024-03-31,19:29:35,80
Hougang,Cloudy,2024-03-31,19:29:35,47
Jalan Bahar,Thundery Showers,2024-03-31,19:29:35,3
Jurong East,Thundery Showers,2024-03-31,19:29:35,28
Jurong Island,Thundery Showers,2024-03-31,19:29:35,4
Jurong West,Thundery Showers,2024-03-31,19:29:35,78
Kallang,Cloudy,2024-03-31,19:29:35,91
Mandai,Showers,2024-03-31,19:29:35,5
Marine Parade,Cloudy,2024-03-31,19:29:35,21
Novena,Cloudy,2024-03-31,19:29:35,11
Pasir Ris,Cloudy,2024-03-31,19:29:35,67
Paya Lebar,Cloudy,2024-03-31,19:29:35,13
Pioneer,Thundery Showers,2024-03-31,19:29:35,5
Pulau Ubin,Cloudy,2024-03-31,19:29:35,1
Punggol,Light Showers,2024-03-31,19:29:35,44
Queenstown,Light Showers,2024-03-31,19:29:35,21
Seletar,Showers,2024-03-31,19:29:35,28
Sembawang,Showers,2024-03-31,19:29:35,46
Sengkang,Light Showers,2024-03-31,19:29:35,60
Sentosa,Cloudy,2024-03-31,19:29:35,6
Serangoon,Cloudy,2024-03-31,19:29:35,49
Sungei Kadut,Thundery Showers,2024-03-31,19:29:35,23
Tampines,Cloudy,2024-03-31,19:29:35,73
Tanglin,Cloudy,2024-03-31,19:29:35,21
Tengah,Thundery Showers,2024-03-31,19:29:35,1
Toa Payoh,Cloudy,2024-03-31,19:29:35,59
Tuas,Thundery Showers,2024-03-31,19:29:35,5
Woodlands,Showers,2024-03-31,19:29:35,64
Yishun,Showers,2024-03-31,19:29:35,67
Ang Mo Kio,Showers,2024-03-31,19:44:36,59
Bedok,Cloudy,2024-03-31,19:44:36,81
Bishan,Cloudy,2024-03-31,19:44:36,23
Boon Lay,Thundery Showers,2024-03-31,19:44:36,4
Bukit Batok,Thundery Showers,2024-03-31,19:44:36,63
Bukit Merah,Cloudy,2024-03-31,19:44:36,67
Bukit Panjang,Thundery Showers,2024-03-31,19:44:36,35
Bukit Timah,Showers,2024-03-31,19:44:36,27
Changi,Cloudy,2024-03-31,19:44:36,236
Choa Chu Kang,Thundery Showers,2024-03-31,19:44:36,45
City,Cloudy,2024-03-31,19:44:36,148
Clementi,Showers,2024-03-31,19:44:36,38
Geylang,Cloudy,2024-03-31,19:44:36,69
Hougang,Cloudy,2024-03-31,19:44:36,39
Jalan Bahar,Thundery Showers,2024-03-31,19:44:36,4
Jurong East,Thundery Showers,2024-03-31,19:44:36,31
Jurong Island,Thundery Showers,2024-03-31,19:44:36,4
Jurong West,Thundery Showers,2024-03-31,19:44:36,59
Kallang,Cloudy,2024-03-31,19:44:36,75
Lim Chu Kang,Thundery Showers,2024-03-31,19:44:36,1
Mandai,Showers,2024-03-31,19:44:36,7
Marine Parade,Cloudy,2024-03-31,19:44:36,12
Novena,Cloudy,2024-03-31,19:44:36,26
Pasir Ris,Cloudy,2024-03-31,19:44:36,57
Paya Lebar,Cloudy,2024-03-31,19:44:36,12
Pioneer,Thundery Showers,2024-03-31,19:44:36,5
Pulau Ubin,Cloudy,2024-03-31,19:44:36,2
Punggol,Light Showers,2024-03-31,19:44:36,44
Queenstown,Light Showers,2024-03-31,19:44:36,29
Seletar,Showers,2024-03-31,19:44:36,34
Sembawang,Showers,2024-03-31,19:44:36,49
Sengkang,Light Showers,2024-03-31,19:44:36,62
Sentosa,Cloudy,2024-03-31,19:44:36,12
Serangoon,Cloudy,2024-03-31,19:44:36,55
Sungei Kadut,Thundery Showers,2024-03-31,19:44:36,24
Tampines,Cloudy,2024-03-31,19:44:36,73
Tanglin,Cloudy,2024-03-31,19:44:36,23
Tengah,Thundery Showers,2024-03-31,19:44:36,1
Toa Payoh,Cloudy,2024-03-31,19:44:36,50
Tuas,Thundery Showers,2024-03-31,19:44:36,8
Woodlands,Showers,2024-03-31,19:44:36,82
Yishun,Showers,2024-03-31,19:44:36,54
Ang Mo Kio,Showers,2024-03-31,19:59:36,56
Bedok,Cloudy,2024-03-31,19:59:36,65
Bishan,Cloudy,2024-03-31,19:59:36,16
Boon Lay,Thundery Showers,2024-03-31,19:59:36,1
Bukit Batok,Thundery Showers,2024-03-31,19:59:36,49
Bukit Merah,Cloudy,2024-03-31,19:59:36,77
Bukit Panjang,Thundery Showers,2024-03-31,19:59:36,32
Bukit Timah,Showers,2024-03-31,19:59:36,31
Central Water Catchment,Thundery Showers,2024-03-31,19:59:36,2
Changi,Cloudy,2024-03-31,19:59:36,203
Choa Chu Kang,Thundery Showers,2024-03-31,19:59:36,49
City,Cloudy,2024-03-31,19:59:36,137
Clementi,Showers,2024-03-31,19:59:36,45
Geylang,Cloudy,2024-03-31,19:59:36,57
Hougang,Cloudy,2024-03-31,19:59:36,36
Jalan Bahar,Thundery Showers,2024-03-31,19:59:36,1
Jurong East,Thundery Showers,2024-03-31,19:59:36,36
Jurong Island,Thundery Showers,2024-03-31,19:59:36,5
Jurong West,Thundery Showers,2024-03-31,19:59:36,70
Kallang,Cloudy,2024-03-31,19:59:36,67
Mandai,Showers,2024-03-31,19:59:36,8
Marine Parade,Cloudy,2024-03-31,19:59:36,21
Novena,Cloudy,2024-03-31,19:59:36,12
Pasir Ris,Cloudy,2024-03-31,19:59:36,63
Paya Lebar,Cloudy,2024-03-31,19:59:36,10
Pioneer,Thundery Showers,2024-03-31,19:59:36,6
Pulau Ubin,Cloudy,2024-03-31,19:59:36,1
Punggol,Light Showers,2024-03-31,19:59:36,50
Queenstown,Light Showers,2024-03-31,19:59:36,21
Seletar,Showers,2024-03-31,19:59:36,19
Sembawang,Showers,2024-03-31,19:59:36,41
Sengkang,Light Showers,2024-03-31,19:59:36,62
Sentosa,Cloudy,2024-03-31,19:59:36,7
Serangoon,Cloudy,2024-03-31,19:59:36,62
Sungei Kadut,Thundery Showers,2024-03-31,19:59:36,21
Tampines,Cloudy,2024-03-31,19:59:36,63
Tanglin,Cloudy,2024-03-31,19:59:36,23
Tengah,Thundery Showers,2024-03-31,19:59:36,3
Toa Payoh,Cloudy,2024-03-31,19:59:36,42
Tuas,Thundery Showers,2024-03-31,19:59:36,7
Woodlands,Showers,2024-03-31,19:59:36,75
Yishun,Showers,2024-03-31,19:59:36,58
Ang Mo Kio,Cloudy,2024-03-31,20:14:37,62
Bedok,Cloudy,2024-03-31,20:14:37,65
Bishan,Cloudy,2024-03-31,20:14:37,23
Bukit Batok,Cloudy,2024-03-31,20:14:37,58
Bukit Merah,Cloudy,2024-03-31,20:14:37,72
Bukit Panjang,Cloudy,2024-03-31,20:14:37,28
Bukit Timah,Cloudy,2024-03-31,20:14:37,24
Changi,Cloudy,2024-03-31,20:14:37,156
Choa Chu Kang,Cloudy,2024-03-31,20:14:37,40
City,Cloudy,2024-03-31,20:14:37,121
Clementi,Cloudy,2024-03-31,20:14:37,50
Geylang,Cloudy,2024-03-31,20:14:37,59
Hougang,Cloudy,2024-03-31,20:14:37,54
Jalan Bahar,Cloudy,2024-03-31,20:14:37,3
Jurong East,Cloudy,2024-03-31,20:14:37,38
Jurong Island,Cloudy,2024-03-31,20:14:37,1
Jurong West,Cloudy,2024-03-31,20:14:37,71
Kallang,Cloudy,2024-03-31,20:14:37,43
Mandai,Cloudy,2024-03-31,20:14:37,3
Marine Parade,Cloudy,2024-03-31,20:14:37,16
Novena,Cloudy,2024-03-31,20:14:37,11
Pasir Ris,Cloudy,2024-03-31,20:14:37,54
Paya Lebar,Cloudy,2024-03-31,20:14:37,8
Pioneer,Cloudy,2024-03-31,20:14:37,4
Punggol,Cloudy,2024-03-31,20:14:37,51
Queenstown,Cloudy,2024-03-31,20:14:37,23
Seletar,Cloudy,2024-03-31,20:14:37,14
Sembawang,Cloudy,2024-03-31,20:14:37,41
Sengkang,Cloudy,2024-03-31,20:14:37,63
Sentosa,Cloudy,2024-03-31,20:14:37,12
Serangoon,Cloudy,2024-03-31,20:14:37,66
Sungei Kadut,Cloudy,2024-03-31,20:14:37,12
Tampines,Cloudy,2024-03-31,20:14:37,62
Tanglin,Cloudy,2024-03-31,20:14:37,23
Tengah,Cloudy,2024-03-31,20:14:37,2
Toa Payoh,Cloudy,2024-03-31,20:14:37,54
Tuas,Cloudy,2024-03-31,20:14:37,2
Woodlands,Cloudy,2024-03-31,20:14:37,78
Yishun,Cloudy,2024-03-31,20:14:37,64
Ang Mo Kio,Cloudy,2024-03-31,20:29:38,50
Bedok,Cloudy,2024-03-31,20:29:38,64
Bishan,Cloudy,2024-03-31,20:29:38,12
Boon Lay,Cloudy,2024-03-31,20:29:38,2
Bukit Batok,Cloudy,2024-03-31,20:29:38,36
Bukit Merah,Cloudy,2024-03-31,20:29:38,65
Bukit Panjang,Cloudy,2024-03-31,20:29:38,29
Bukit Timah,Cloudy,2024-03-31,20:29:38,19
Changi,Cloudy,2024-03-31,20:29:38,126
Choa Chu Kang,Cloudy,2024-03-31,20:29:38,49
City,Cloudy,2024-03-31,20:29:38,118
Clementi,Cloudy,2024-03-31,20:29:38,32
Geylang,Cloudy,2024-03-31,20:29:38,57
Hougang,Cloudy,2024-03-31,20:29:38,54
Jalan Bahar,Cloudy,2024-03-31,20:29:38,2
Jurong East,Cloudy,2024-03-31,20:29:38,38
Jurong Island,Cloudy,2024-03-31,20:29:38,2
Jurong West,Cloudy,2024-03-31,20:29:38,66
Kallang,Cloudy,2024-03-31,20:29:38,55
Mandai,Cloudy,2024-03-31,20:29:38,2
Marine Parade,Cloudy,2024-03-31,20:29:38,10
Novena,Cloudy,2024-03-31,20:29:38,15
Pasir Ris,Cloudy,2024-03-31,20:29:38,42
Paya Lebar,Cloudy,2024-03-31,20:29:38,9
Pioneer,Cloudy,2024-03-31,20:29:38,5
Pulau Ubin,Cloudy,2024-03-31,20:29:38,1
Punggol,Cloudy,2024-03-31,20:29:38,61
Queenstown,Cloudy,2024-03-31,20:29:38,19
Seletar,Cloudy,2024-03-31,20:29:38,18
Sembawang,Cloudy,2024-03-31,20:29:38,37
Sengkang,Cloudy,2024-03-31,20:29:38,66
Sentosa,Cloudy,2024-03-31,20:29:38,8
Serangoon,Cloudy,2024-03-31,20:29:38,54
Sungei Kadut,Cloudy,2024-03-31,20:29:38,15
Tampines,Cloudy,2024-03-31,20:29:38,64
Tanglin,Cloudy,2024-03-31,20:29:38,22
Toa Payoh,Cloudy,2024-03-31,20:29:38,47
Tuas,Cloudy,2024-03-31,20:29:38,6
Woodlands,Cloudy,2024-03-31,20:29:38,76
Yishun,Cloudy,2024-03-31,20:29:38,61
Ang Mo Kio,Cloudy,2024-03-31,20:44:39,56
Bedok,Cloudy,2024-03-31,20:44:39,59
Bishan,Cloudy,2024-03-31,20:44:39,16
Bukit Batok,Cloudy,2024-03-31,20:44:39,42
Bukit Merah,Cloudy,2024-03-31,20:44:39,75
Bukit Panjang,Cloudy,2024-03-31,20:44:39,24
Bukit Timah,Cloudy,2024-03-31,20:44:39,27
Changi,Cloudy,2024-03-31,20:44:39,144
Choa Chu Kang,Cloudy,2024-03-31,20:44:39,51
City,Cloudy,2024-03-31,20:44:39,123
Clementi,Cloudy,2024-03-31,20:44:39,36
Geylang,Cloudy,2024-03-31,20:44:39,54
Hougang,Cloudy,2024-03-31,20:44:39,56
Jalan Bahar,Cloudy,2024-03-31,20:44:39,4
Jurong East,Cloudy,2024-03-31,20:44:39,36
Jurong Island,Cloudy,2024-03-31,20:44:39,1
Jurong West,Cloudy,2024-03-31,20:44:39,61
Kallang,Cloudy,2024-03-31,20:44:39,54
Mandai,Cloudy,2024-03-31,20:44:39,3
Marine Parade,Cloudy,2024-03-31,20:44:39,6
Novena,Cloudy,2024-03-31,20:44:39,21
Pasir Ris,Cloudy,2024-03-31,20:44:39,55
Paya Lebar,Cloudy,2024-03-31,20:44:39,12
Pioneer,Cloudy,2024-03-31,20:44:39,11
Pulau Ubin,Cloudy,2024-03-31,20:44:39,1
Punggol,Cloudy,2024-03-31,20:44:39,59
Queenstown,Cloudy,2024-03-31,20:44:39,20
Seletar,Cloudy,2024-03-31,20:44:39,19
Sembawang,Cloudy,2024-03-31,20:44:39,47
Sengkang,Cloudy,2024-03-31,20:44:39,55
Sentosa,Cloudy,2024-03-31,20:44:39,10
Serangoon,Cloudy,2024-03-31,20:44:39,43
Sungei Kadut,Cloudy,2024-03-31,20:44:39,19
Tampines,Cloudy,2024-03-31,20:44:39,65
Tanglin,Cloudy,2024-03-31,20:44:39,21
Tengah,Cloudy,2024-03-31,20:44:39,5
Toa Payoh,Cloudy,2024-03-31,20:44:39,55
Tuas,Cloudy,2024-03-31,20:44:39,9
Woodlands,Cloudy,2024-03-31,20:44:39,71
Yishun,Cloudy,2024-03-31,20:44:39,62
Ang Mo Kio,Cloudy,2024-03-31,20:59:39,61
Bedok,Cloudy,2024-03-31,20:59:39,70
Bishan,Cloudy,2024-03-31,20:59:39,16
Bukit Batok,Cloudy,2024-03-31,20:59:39,51
Bukit Merah,Cloudy,2024-03-31,20:59:39,56
Bukit Panjang,Cloudy,2024-03-31,20:59:39,28
Bukit Timah,Cloudy,2024-03-31,20:59:39,28
Central Water Catchment,Cloudy,2024-03-31,20:59:39,3
Changi,Cloudy,2024-03-31,20:59:39,128
Choa Chu Kang,Cloudy,2024-03-31,20:59:39,46
City,Cloudy,2024-03-31,20:59:39,100
Clementi,Cloudy,2024-03-31,20:59:39,38
Geylang,Cloudy,2024-03-31,20:59:39,65
Hougang,Cloudy,2024-03-31,20:59:39,50
Jalan Bahar,Cloudy,2024-03-31,20:59:39,6
Jurong East,Cloudy,2024-03-31,20:59:39,21
Jurong Island,Cloudy,2024-03-31,20:59:39,1
Jurong West,Cloudy,2024-03-31,20:59:39,67
Kallang,Cloudy,2024-03-31,20:59:39,37
Mandai,Cloudy,2024-03-31,20:59:39,7
Marine Parade,Cloudy,2024-03-31,20:59:39,8
Novena,Cloudy,2024-03-31,20:59:39,16
Pasir Ris,Cloudy,2024-03-31,20:59:39,47
Paya Lebar,Cloudy,2024-03-31,20:59:39,9
Pioneer,Cloudy,2024-03-31,20:59:39,6
Pulau Ubin,Cloudy,2024-03-31,20:59:39,1
Punggol,Cloudy,2024-03-31,20:59:39,62
Queenstown,Cloudy,2024-03-31,20:59:39,25
Seletar,Cloudy,2024-03-31,20:59:39,22
Sembawang,Cloudy,2024-03-31,20:59:39,43
Sengkang,Cloudy,2024-03-31,20:59:39,70
Sentosa,Cloudy,2024-03-31,20:59:39,9
Serangoon,Cloudy,2024-03-31,20:59:39,62
Sungei Kadut,Cloudy,2024-03-31,20:59:39,22
Tampines,Cloudy,2024-03-31,20:59:39,73
Tanglin,Cloudy,2024-03-31,20:59:39,22
Tengah,Cloudy,2024-03-31,20:59:39,5
Toa Payoh,Cloudy,2024-03-31,20:59:39,52
Tuas,Cloudy,2024-03-31,20:59:39,3
Woodlands,Cloudy,2024-03-31,20:59:39,81
Yishun,Cloudy,2024-03-31,20:59:39,81
Ang Mo Kio,Cloudy,2024-03-31,21:14:40,61
Bedok,Cloudy,2024-03-31,21:14:40,57
Bishan,Cloudy,2024-03-31,21:14:40,11
Boon Lay,Cloudy,2024-03-31,21:14:40,1
Bukit Batok,Cloudy,2024-03-31,21:14:40,54
Bukit Merah,Cloudy,2024-03-31,21:14:40,57
Bukit Panjang,Cloudy,2024-03-31,21:14:40,34
Bukit Timah,Cloudy,2024-03-31,21:14:40,19
Central Water Catchment,Cloudy,2024-03-31,21:14:40,1
Changi,Cloudy,2024-03-31,21:14:40,123
Choa Chu Kang,Cloudy,2024-03-31,21:14:40,57
City,Cloudy,2024-03-31,21:14:40,111
Clementi,Cloudy,2024-03-31,21:14:40,38
Geylang,Cloudy,2024-03-31,21:14:40,48
Hougang,Cloudy,2024-03-31,21:14:40,54
Jalan Bahar,Cloudy,2024-03-31,21:14:40,4
Jurong East,Cloudy,2024-03-31,21:14:40,23
Jurong Island,Cloudy,2024-03-31,21:14:40,2
Jurong West,Cloudy,2024-03-31,21:14:40,53
Kallang,Cloudy,2024-03-31,21:14:40,50
Lim Chu Kang,Cloudy,2024-03-31,21:14:40,2
Mandai,Cloudy,2024-03-31,21:14:40,4
Marine Parade,Cloudy,2024-03-31,21:14:40,14
Novena,Cloudy,2024-03-31,21:14:40,11
Pasir Ris,Cloudy,2024-03-31,21:14:40,52
Paya Lebar,Cloudy,2024-03-31,21:14:40,10
Pioneer,Cloudy,2024-03-31,21:14:40,3
Punggol,Cloudy,2024-03-31,21:14:40,53
Queenstown,Cloudy,2024-03-31,21:14:40,19
Seletar,Cloudy,2024-03-31,21:14:40,21
Sembawang,Cloudy,2024-03-31,21:14:40,44
Sengkang,Cloudy,2024-03-31,21:14:40,59
Sentosa,Cloudy,2024-03-31,21:14:40,5
Serangoon,Cloudy,2024-03-31,21:14:40,47
Sungei Kadut,Cloudy,2024-03-31,21:14:40,18
Tampines,Cloudy,2024-03-31,21:14:40,65
Tanglin,Cloudy,2024-03-31,21:14:40,21
Tengah,Cloudy,2024-03-31,21:14:40,6
Toa Payoh,Cloudy,2024-03-31,21:14:40,43
Tuas,Cloudy,2024-03-31,21:14:40,2
Woodlands,Cloudy,2024-03-31,21:14:40,77
Yishun,Cloudy,2024-03-31,21:14:40,66
Ang Mo Kio,Cloudy,2024-03-31,21:29:41,55
Bedok,Cloudy,2024-03-31,21:29:41,60
Bishan,Cloudy,2024-03-31,21:29:41,19
Boon Lay,Cloudy,2024-03-31,21:29:41,3
Bukit Batok,Cloudy,2024-03-31,21:29:41,61
Bukit Merah,Cloudy,2024-03-31,21:29:41,56
Bukit Panjang,Cloudy,2024-03-31,21:29:41,33
Bukit Timah,Cloudy,2024-03-31,21:29:41,17
Central Water Catchment,Cloudy,2024-03-31,21:29:41,1
Changi,Cloudy,2024-03-31,21:29:41,113
Choa Chu Kang,Cloudy,2024-03-31,21:29:41,56
City,Cloudy,2024-03-31,21:29:41,103
Clementi,Cloudy,2024-03-31,21:29:41,35
Geylang,Cloudy,2024-03-31,21:29:41,49
Hougang,Cloudy,2024-03-31,21:29:41,42
Jalan Bahar,Cloudy,2024-03-31,21:29:41,3
Jurong East,Cloudy,2024-03-31,21:29:41,35
Jurong West,Cloudy,2024-03-31,21:29:41,63
Kallang,Cloudy,2024-03-31,21:29:41,60
Lim Chu Kang,Cloudy,2024-03-31,21:29:41,2
Mandai,Cloudy,2024-03-31,21:29:41,4
Marine Parade,Cloudy,2024-03-31,21:29:41,6
Novena,Cloudy,2024-03-31,21:29:41,17
Pasir Ris,Cloudy,2024-03-31,21:29:41,53
Paya Lebar,Cloudy,2024-03-31,21:29:41,11
Pioneer,Cloudy,2024-03-31,21:29:41,2
Punggol,Cloudy,2024-03-31,21:29:41,57
Queenstown,Cloudy,2024-03-31,21:29:41,17
Seletar,Cloudy,2024-03-31,21:29:41,23
Sembawang,Cloudy,2024-03-31,21:29:41,54
Sengkang,Cloudy,2024-03-31,21:29:41,59
Sentosa,Cloudy,2024-03-31,21:29:41,8
Serangoon,Cloudy,2024-03-31,21:29:41,62
Sungei Kadut,Cloudy,2024-03-31,21:29:41,26
Tampines,Cloudy,2024-03-31,21:29:41,63
Tanglin,Cloudy,2024-03-31,21:29:41,16
Tengah,Cloudy,2024-03-31,21:29:41,1
Toa Payoh,Cloudy,2024-03-31,21:29:41,49
Tuas,Cloudy,2024-03-31,21:29:41,5
Woodlands,Cloudy,2024-03-31,21:29:41,66
Yishun,Cloudy,2024-03-31,21:29:41,71
Ang Mo Kio,Cloudy,2024-03-31,21:44:41,53
Bedok,Cloudy,2024-03-31,21:44:41,63
Bishan,Cloudy,2024-03-31,21:44:41,14
Boon Lay,Cloudy,2024-03-31,21:44:41,1
Bukit Batok,Cloudy,2024-03-31,21:44:41,53
Bukit Merah,Cloudy,2024-03-31,21:44:41,45
Bukit Panjang,Cloudy,2024-03-31,21:44:41,34
Bukit Timah,Cloudy,2024-03-31,21:44:41,19
Central Water Catchment,Cloudy,2024-03-31,21:44:41,2
Changi,Cloudy,2024-03-31,21:44:41,135
Choa Chu Kang,Cloudy,2024-03-31,21:44:41,60
City,Cloudy,2024-03-31,21:44:41,131
Clementi,Cloudy,2024-03-31,21:44:41,34
Geylang,Cloudy,2024-03-31,21:44:41,48
Hougang,Cloudy,2024-03-31,21:44:41,47
Jalan Bahar,Cloudy,2024-03-31,21:44:41,4
Jurong East,Cloudy,2024-03-31,21:44:41,35
Jurong West,Cloudy,2024-03-31,21:44:41,62
Kallang,Cloudy,2024-03-31,21:44:41,62
Lim Chu Kang,Cloudy,2024-03-31,21:44:41,1
Mandai,Cloudy,2024-03-31,21:44:41,6
Marine Parade,Cloudy,2024-03-31,21:44:41,9
Novena,Cloudy,2024-03-31,21:44:41,19
Pasir Ris,Cloudy,2024-03-31,21:44:41,66
Paya Lebar,Cloudy,2024-03-31,21:44:41,13
Pioneer,Cloudy,2024-03-31,21:44:41,2
Punggol,Cloudy,2024-03-31,21:44:41,68
Queenstown,Cloudy,2024-03-31,21:44:41,25
Seletar,Cloudy,2024-03-31,21:44:41,17
Sembawang,Cloudy,2024-03-31,21:44:41,57
Sengkang,Cloudy,2024-03-31,21:44:41,64
Sentosa,Cloudy,2024-03-31,21:44:41,5
Serangoon,Cloudy,2024-03-31,21:44:41,60
Sungei Kadut,Cloudy,2024-03-31,21:44:41,24
Tampines,Cloudy,2024-03-31,21:44:41,51
Tanglin,Cloudy,2024-03-31,21:44:41,15
Tengah,Cloudy,2024-03-31,21:44:41,8
Toa Payoh,Cloudy,2024-03-31,21:44:41,40
Tuas,Cloudy,2024-03-31,21:44:41,4
Woodlands,Cloudy,2024-03-31,21:44:41,74
Yishun,Cloudy,2024-03-31,21:44:41,69
Ang Mo Kio,Cloudy,2024-03-31,21:59:42,49
Bedok,Cloudy,2024-03-31,21:59:42,46
Bishan,Cloudy,2024-03-31,21:59:42,16
Boon Lay,Cloudy,2024-03-31,21:59:42,1
Bukit Batok,Cloudy,2024-03-31,21:59:42,49
Bukit Merah,Cloudy,2024-03-31,21:59:42,49
Bukit Panjang,Cloudy,2024-03-31,21:59:42,27
Bukit Timah,Cloudy,2024-03-31,21:59:42,25
Central Water Catchment,Cloudy,2024-03-31,21:59:42,2
Changi,Cloudy,2024-03-31,21:59:42,120
Choa Chu Kang,Cloudy,2024-03-31,21:59:42,48
City,Cloudy,2024-03-31,21:59:42,89
Clementi,Cloudy,2024-03-31,21:59:42,27
Geylang,Cloudy,2024-03-31,21:59:42,45
Hougang,Cloudy,2024-03-31,21:59:42,34
Jalan Bahar,Cloudy,2024-03-31,21:59:42,4
Jurong East,Cloudy,2024-03-31,21:59:42,26
Jurong West,Cloudy,2024-03-31,21:59:42,64
Kallang,Cloudy,2024-03-31,21:59:42,52
Lim Chu Kang,Cloudy,2024-03-31,21:59:42,2
Mandai,Cloudy,2024-03-31,21:59:42,12
Marine Parade,Cloudy,2024-03-31,21:59:42,8
Novena,Cloudy,2024-03-31,21:59:42,14
Pasir Ris,Cloudy,2024-03-31,21:59:42,70
Paya Lebar,Cloudy,2024-03-31,21:59:42,9
Punggol,Cloudy,2024-03-31,21:59:42,65
Queenstown,Cloudy,2024-03-31,21:59:42,14
Seletar,Cloudy,2024-03-31,21:59:42,29
Sembawang,Cloudy,2024-03-31,21:59:42,39
Sengkang,Cloudy,2024-03-31,21:59:42,50
Sentosa,Cloudy,2024-03-31,21:59:42,3
Serangoon,Cloudy,2024-03-31,21:59:42,53
Sungei Kadut,Cloudy,2024-03-31,21:59:42,21
Tampines,Cloudy,2024-03-31,21:59:42,53
Tanglin,Cloudy,2024-03-31,21:59:42,20
Tengah,Cloudy,2024-03-31,21:59:42,2
Toa Payoh,Cloudy,2024-03-31,21:59:42,58
Tuas,Cloudy,2024-03-31,21:59:42,3
Woodlands,Cloudy,2024-03-31,21:59:42,63
Yishun,Cloudy,2024-03-31,21:59:42,58
Ang Mo Kio,Cloudy,2024-03-31,22:14:43,70
Bedok,Cloudy,2024-03-31,22:14:43,68
Bishan,Cloudy,2024-03-31,22:14:43,12
Boon Lay,Cloudy,2024-03-31,22:14:43,2
Bukit Batok,Cloudy,2024-03-31,22:14:43,65
Bukit Merah,Cloudy,2024-03-31,22:14:43,64
