,AREA,FORECAST,timestamp,update_timestamp,valid_start,valid_end
20,Lim Chu Kang,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
21,Mandai,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
22,Marine Parade,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
23,Novena,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
24,Pasir Ris,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
25,Paya Lebar,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
26,Pioneer,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
27,Pulau Tekong,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
28,Pulau Ubin,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
29,Punggol,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
30,Queenstown,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
31,Seletar,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
32,Sembawang,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
33,Sengkang,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
34,Sentosa,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
35,Serangoon,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
36,Southern Islands,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
37,Sungei Kadut,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
38,Tampines,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
39,Tanglin,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
40,Tengah,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
41,Toa Payoh,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
42,Tuas,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
43,Western Islands,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
44,Western Water Catchment,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
45,Woodlands,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
46,Yishun,Partly Cloudy (Day),2024-04-02T07:30:00+08:00,2024-04-02T07:35:32+08:00,2024-04-02T07:30:00+08:00,2024-04-02T09:30:00+08:00
0,Ang Mo Kio,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
1,Bedok,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
2,Bishan,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
3,Boon Lay,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
4,Bukit Batok,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
5,Bukit Merah,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
6,Bukit Panjang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
7,Bukit Timah,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
8,Central Water Catchment,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
9,Changi,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
10,Choa Chu Kang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
11,Clementi,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
12,City,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
13,Geylang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
14,Hougang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
15,Jalan Bahar,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
16,Jurong East,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
17,Jurong Island,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
18,Jurong West,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
19,Kallang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
20,Lim Chu Kang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
21,Mandai,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
22,Marine Parade,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
23,Novena,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
24,Pasir Ris,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
25,Paya Lebar,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
26,Pioneer,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
27,Pulau Tekong,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
28,Pulau Ubin,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
29,Punggol,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
30,Queenstown,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
31,Seletar,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
32,Sembawang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
33,Sengkang,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
34,Sentosa,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
35,Serangoon,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
36,Southern Islands,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
37,Sungei Kadut,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
38,Tampines,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
39,Tanglin,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
40,Tengah,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
41,Toa Payoh,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
42,Tuas,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
43,Western Islands,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
44,Western Water Catchment,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
45,Woodlands,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
46,Yishun,Partly Cloudy (Day),2024-04-02T08:30:00+08:00,2024-04-02T08:35:32+08:00,2024-04-02T08:30:00+08:00,2024-04-02T10:30:00+08:00
0,Ang Mo Kio,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
1,Bedok,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
2,Bishan,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
3,Boon Lay,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
4,Bukit Batok,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
5,Bukit Merah,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
6,Bukit Panjang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
7,Bukit Timah,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
8,Central Water Catchment,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
9,Changi,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
10,Choa Chu Kang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
11,Clementi,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
12,City,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
13,Geylang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
14,Hougang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
15,Jalan Bahar,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
16,Jurong East,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
17,Jurong Island,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
18,Jurong West,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
19,Kallang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
20,Lim Chu Kang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
21,Mandai,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
22,Marine Parade,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
23,Novena,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
24,Pasir Ris,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
25,Paya Lebar,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
26,Pioneer,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
27,Pulau Tekong,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
28,Pulau Ubin,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
29,Punggol,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
30,Queenstown,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
31,Seletar,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
32,Sembawang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
33,Sengkang,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
34,Sentosa,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
35,Serangoon,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
36,Southern Islands,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
37,Sungei Kadut,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
38,Tampines,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
39,Tanglin,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
40,Tengah,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
41,Toa Payoh,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
42,Tuas,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
43,Western Islands,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
44,Western Water Catchment,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
45,Woodlands,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
46,Yishun,Partly Cloudy (Day),2024-04-02T09:30:00+08:00,2024-04-02T09:35:41+08:00,2024-04-02T09:30:00+08:00,2024-04-02T11:30:00+08:00
0,Ang Mo Kio,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
1,Bedok,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
2,Bishan,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
3,Boon Lay,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
4,Bukit Batok,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
5,Bukit Merah,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
6,Bukit Panjang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
7,Bukit Timah,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
8,Central Water Catchment,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
9,Changi,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
10,Choa Chu Kang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
11,Clementi,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
12,City,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
13,Geylang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
14,Hougang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
15,Jalan Bahar,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
16,Jurong East,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
17,Jurong Island,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
18,Jurong West,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
19,Kallang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
20,Lim Chu Kang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
21,Mandai,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
22,Marine Parade,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
23,Novena,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
24,Pasir Ris,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
25,Paya Lebar,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
26,Pioneer,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
27,Pulau Tekong,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
28,Pulau Ubin,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
29,Punggol,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
30,Queenstown,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
31,Seletar,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
32,Sembawang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
33,Sengkang,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
34,Sentosa,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
35,Serangoon,Partly Cloudy (Day),2024-04-02T10:30:00+08:00,2024-04-02T10:35:31+08:00,2024-04-02T10:30:00+08:00,2024-04-02T12:30:00+08:00
